ИННОВАЦИОННЫЕ СИСТЕМЫ ПОЖАРОБЕЗОПАСНОСТИ-001P-01;B;RU000A10FAL4;100;98.0
Л-СТАРТ-002Р-01;B;RU000A10F7K2;100;98.0
БРУСНИКА. СТРОИТЕЛЬСТВО И ДЕВЕЛОПМЕНТ-002Р-08;B;RU000A10F6Y5;100;98.0
АГРОКЛУБ-БО-01;B;RU000A10EXS4;100;98.0
СЕЛИГДАР-001Р-11;B;RU000A10EXW6;100;98.0
ИНТЕРФУДГРУПП-БО-01;B;RU000A10EX35;100;98.0
ПОЧТА РОССИИ-003P-05;B;RU000A10EWL1;100;98.0
ОБЪЕДИНЕННАЯ ДВИГАТЕЛЕСТРОИТЕЛЬНАЯ КОРПОРАЦИЯ-001P-01;B;RU000A10ES32;100;98.0
ФОСАГРО-БО-02-06;B;RU000A10ER66;100;98.0
ПЕРВЫЙ ЮВЕЛИРНЫЙ ЛОМБАРД-БО-02;B;RU000A10EQE8;100;98.0
Л-СТАРТ-001Р-1;B;RU000A10E6G3;100;98.0
ХРОМОС ИНЖИНИРИНГ-БО-04;B;RU000A10E283;100;98.0
СЕЛО ЗЕЛЁНОЕ ХОЛДИНГ-001P-02;B;RU000A10DQ68;100;98.0
АФК СИСТЕМА-002Р-06;B;RU000A10DPW4;100;98.0
АТОМЭНЕРГОПРОМ-001Р-09;B;RU000A10DPS2;100;98.0
ГРУППА ПРОДОВОЛЬСТВИЕ-БО-02;B;RU000A10DPJ1;100;98.0
КАМАЗ-БО-П18;B;RU000A10DP93;100;98.0
ПЕРВЫЙ КОНТЕЙНЕРНЫЙ ТЕРМИНАЛ-002Р-01;B;RU000A10DJH8;100;98.0
ИНАРКТИКА-002Р-04;B;RU000A10DHX9;100;98.0
ПЭТ ПЛАСТ-001P-01;B;RU000A10D4S4;100;98.0
РЖД-001P-47R;B;RU000A10D541;100;98.0
СЕЛИГДАР-001Р-06;B;RU000A10D3S6;100;98.0
ГЕЛЬТЕК-МЕДИКА-БО-01;B;RU000A10D3G1;100;98.0
РУСГИДРО-БО-002Р-08;B;RU000A10D3C0;100;98.0
ПОЧТА РОССИИ-003P-01;B;RU000A10D3J5;100;98.0
АТОМЭНЕРГОПРОМ-001Р-08;B;RU000A10CT33;100;98.0
ОРГАНИК ПАРК-БО-П02;B;RU000A10CS83;100;98.0
ЭЛЕКТРОАППАРАТ-БО-03;B;RU000A10CPB0;100;98.0
МГКЛ-001Р-08;B;RU000A10C6U6;100;98.0
СЕЛИГДАР-001Р-04;B;RU000A10C5L7;100;98.0
УРАЛКУЗ-001Р-01;B;RU000A10C6M3;100;98.0
ГТЛК-002Р-09;B;RU000A10C6F7;100;98.0
АТОМЭНЕРГОПРОМ-001Р-07;B;RU000A10C6L5;100;96.0
АВТО ФИНАНС БАНК-БО-001Р-15;B;RU000A10C6P6;100;98.0
ВУШ-001Р-04;B;RU000A10BS76;100;95.0
РОСТЕЛЕКОМ-001Р-17R;B;RU000A10BSL5;100;98.0
ЭЙЧ ЭФ ДЖИ-001P-01;B;RU000A10BQC8;100;98.0
ГТЛК-002Р-08;B;RU000A10BQB0;100;98.0
СОПФ ДОМ.РФ-13;B;RU000A10BPQ0;100;98.0
АСФАЛЬТОБЕТОННЫЙ ЗАВОД № 1-002Р-03;B;RU000A10BNM4;100;98.0
ЭНЕРГОНИКА-001P-06;B;RU000A10BNK8;100;98.0
РУСГИДРО-БО-П13;B;RU000A10BNF8;100;98.0
РЕГИОН-ПРОДУКТ-БО-01;B;RU000A10BLP1;100;98.0
СИБИРСКИЙ КХП-001P-03;B;RU000A10BHX3;100;98.0
Атомэнпр05;B;RU000A10BFG2;101;99
Новотр 1Р6;B;RU000A10BBE6;101;99
ПолиплП2Б4;B;RU000A10BFJ6;101;99
НОВЫЕ ТЕХНОЛОГИИ-001P-05;B;RU000A10BFK4;102;98
ГК САМОЛЕТ-БО-П16;B;RU000A10BFX7;101;99
ГТЛК1P-12;B;RU000A0ZZV11;40;78.97
ГТЛК1P-08;B;RU000A0ZYR91;30;77.80
АльфаБО-18;B;RU000A0JX5W4;20;73
ЕвропланБ6;B;RU000A100DG5;20;92
СовкомБОП1;B;RU000A100DZ5;20;93
ЕвропланБ3;B;RU000A100W60;20;88
ВЭБ1P-18;B;RU000A1013P1;20;75
СУЭК-Ф1P5R;B;RU000A101CQ4;20;89
СЭЗ1P2;B;RU000A102556;20;60
АртгнБО01;B;RU000A103DT2;20;78
РегПрод1Р2;B;RU000A103NE3;20;79
СлавЭКО1Р1;B;RU000A103WB0;20;68
Новотр1Р3;B;RU000A105CM4;20;70
