2026-01-05 17:53:12;RU000A10DG52;9.0;98.0;PSB
2026-01-21 16:06:00;RU000A101LX1;-2.0;102.0;VTB
2026-01-27 12:41:30;SU26235RMFS0;142.0;70.0;FINAM
2026-01-29 13:29:56;RU000A10DPT0;100.0;98.0;PSB
2026-01-30 10:19:11;RU000A10D2Y6;22.0;77.61;PSB
2026-02-03 13:37:08;RU000A10A0H8;65.0;40.28;VTB
2026-02-03 13:37:10;RU000A10A0H8;264.0;40.28;VTB
2026-02-10 10:06:15;RU000A107761;12.0;58.91;VTB
2026-02-10 10:07:11;RU000A107761;74.0;58.91;VTB
2026-02-10 10:07:14;RU000A107761;3.0;58.91;VTB
2026-02-10 10:07:31;RU000A107761;31.0;58.91;VTB
2026-02-10 10:07:32;RU000A107761;40.0;58.91;VTB
2026-02-10 10:07:54;RU000A107761;8.0;58.91;VTB
2026-02-10 11:31:18;SU26221RMFS0;142.0;70.0;FINAM
2026-02-10 16:59:44;SU26254RMFS1;111.0;90.0;FINAM
2026-02-11 12:06:34;RU000A10DG52;17.0;97.0;PSB
2026-02-11 14:01:01;RU000A107LU4;298.0;31.66;VTB
2026-02-11 14:07:44;RU000A107761;11.0;42.61;VTB
2026-02-11 14:07:51;RU000A107761;107.0;42.61;VTB
2026-02-11 14:09:09;RU000A107761;15.0;42.61;VTB
2026-02-11 14:09:21;RU000A107761;31.0;42.61;VTB
2026-02-11 14:09:22;RU000A107761;3.0;42.61;VTB
2026-02-11 14:11:06;RU000A107761;47.0;42.61;VTB
2026-02-13 11:31:57;RU000A10E6S8;98.0;98.0;PSB
2026-02-13 11:31:58;RU000A10E6S8;2.0;98.0;PSB
2026-02-13 13:31:58;RU000A10E7U2;100.0;98.0;PSB
2026-02-17 16:50:13;RU000A101LX1;-28.0;102.0;VTB
2026-02-23 10:01:01;EUTR;524.0;133.4;FINAM
2026-02-23 10:01:03;GTRK;51.0;136.3;FINAM
2026-02-24 10:01:08;GTRK;6.0;125.0;FINAM
2026-02-25 15:39:41;RU000A101LX1;-9.0;102.0;VTB
2026-02-27 10:04:23;RU000A10CSR0;10.0;75.94;PSB
2026-02-27 10:08:46;RU000A10CSR0;38.0;75.94;PSB
2026-02-27 10:10:52;RU000A10CSR0;52.0;75.94;PSB
2026-03-30 18:35:02;SU26243RMFS4;138.0;72.0;FINAM
2026-04-09 10:01:19;RU000A10ERD8;100.0;97.75;PSB
2026-04-13 10:07:54;NKNC;142.0;70.0;VTB
2026-04-14 10:13:51;RU000A10EQ83;100.0;98.0;PSB
2026-04-15 10:41:19;SU26240RMFS0;163.0;62.0;FINAM
2026-04-16 11:34:12;SU26246RMFS7;1.0;88.956;FINAM
2026-04-16 11:34:51;SU26246RMFS7;13.0;88.956;FINAM
